工號,姓名,部門,email
53361,曹志達,財務部,changwanhshing@gmail.com
94230,周正雄,人事部,changwanhshing@gmail.com
41253,胡忠敏,生產部,changwanhshing@gmail.com
13456,高淑達,人事部,changwanhshing@gmail.com
92346,唐俊雄,客服部,changwanhshing@gmail.com
96283,孫文傑,生產部,changwanhshing@gmail.com
74031,何忠玲,業務部,changwanhshing@gmail.com
88976,何景鳳,人事部,changwanhshing@gmail.com
66206,任桂淵,品管部,changwanhshing@gmail.com
78431,董信超,行銷部,changwanhshing@gmail.com
67994,魏明博,法務部,changwanhshing@gmail.com
86551,胡偉芳,品管部,changwanhshing@gmail.com
54774,蔡家淵,財務部,changwanhshing@gmail.com
15779,潘美賢,人事部,changwanhshing@gmail.com
58992,鄭佳秀,資訊部,changwanhshing@gmail.com
18185,宋雯云,倉儲部,changwanhshing@gmail.com
45530,鄭孝娟,生產部,changwanhshing@gmail.com
19365,曾美偉,財務部,changwanhshing@gmail.com
34859,馮志芳,資訊部,changwanhshing@gmail.com
31708,杜冬翔,法務部,changwanhshing@gmail.com
63385,曾家燕,總務部,changwanhshing@gmail.com
60742,唐禮強,品管部,changwanhshing@gmail.com
78573,田嘉傑,生產部,changwanhshing@gmail.com
74338,趙晴雄,倉儲部,changwanhshing@gmail.com
74738,劉仁文,研發部,changwanhshing@gmail.com
50254,朱晨賢,研發部,changwanhshing@gmail.com
63997,董文明,人事部,changwanhshing@gmail.com
29155,張惠豪,人事部,changwanhshing@gmail.com
30591,丁旭森,生產部,changwanhshing@gmail.com
47468,彭宜賢,人事部,changwanhshing@gmail.com
20053,林淑娟,人事部,changwanhshing@gmail.com
27374,田禮達,業務部,changwanhshing@gmail.com
83440,余惠翔,行銷部,changwanhshing@gmail.com
20180,韓嘉澤,人事部,changwanhshing@gmail.com
46968,黃宜傑,品管部,changwanhshing@gmail.com
71552,蔡文文,稽核部,changwanhshing@gmail.com
83513,陳春玲,客服部,changwanhshing@gmail.com
17769,高雅宇,採購部,changwanhshing@gmail.com
77053,周春賢,研發部,changwanhshing@gmail.com
84898,王忠誠,稽核部,changwanhshing@gmail.com
48395,葉國賢,資訊部,changwanhshing@gmail.com
25630,鄧正明,企劃部,changwanhshing@gmail.com
18961,鄭欣達,企劃部,changwanhshing@gmail.com
10774,蘇國翔,資訊部,changwanhshing@gmail.com
70184,馬晨洋,企劃部,changwanhshing@gmail.com
70136,林孝煌,總務部,changwanhshing@gmail.com
55831,周宜勇,業務部,changwanhshing@gmail.com
97252,趙夏傑,業務部,changwanhshing@gmail.com
96021,馮大鳳,資訊部,changwanhshing@gmail.com
39932,潘桂達,企劃部,changwanhshing@gmail.com
50018,吳旭云,採購部,changwanhshing@gmail.com
52332,周信龍,生產部,changwanhshing@gmail.com
88478,袁家洋,生產部,changwanhshing@gmail.com
74109,馬秋敏,資訊部,changwanhshing@gmail.com
53435,馮麗玲,生產部,changwanhshing@gmail.com
70798,朱國雄,人事部,changwanhshing@gmail.com
91563,楊正昇,業務部,changwanhshing@gmail.com
26137,曾義達,研發部,changwanhshing@gmail.com
82819,謝雅棟,法務部,changwanhshing@gmail.com
95320,蔣家超,法務部,changwanhshing@gmail.com
58602,田大浩,生產部,changwanhshing@gmail.com
83930,張志鳳,倉儲部,changwanhshing@gmail.com
49424,蔡嘉龍,總務部,changwanhshing@gmail.com
52372,張秋森,人事部,changwanhshing@gmail.com
22357,田義玲,品管部,changwanhshing@gmail.com
70300,楊雯燕,採購部,changwanhshing@gmail.com
54905,唐淑麗,品管部,changwanhshing@gmail.com
23315,李文博,研發部,changwanhshing@gmail.com
91256,黃桂煌,企劃部,changwanhshing@gmail.com
79031,魏慧翔,稽核部,changwanhshing@gmail.com
12892,李夏誠,業務部,changwanhshing@gmail.com
40657,田麗明,生產部,changwanhshing@gmail.com
30648,丁宏樺,品管部,changwanhshing@gmail.com
86280,許秀誠,研發部,changwanhshing@gmail.com
78021,陳惠昇,人事部,changwanhshing@gmail.com
89700,黃秀軍,法務部,changwanhshing@gmail.com
49655,李麗洋,行銷部,changwanhshing@gmail.com
54055,潘麗敏,企劃部,changwanhshing@gmail.com
86788,黃孝輝,行銷部,changwanhshing@gmail.com
19586,董明達,業務部,changwanhshing@gmail.com
18597,余旭超,倉儲部,changwanhshing@gmail.com
25500,胡惠輝,業務部,changwanhshing@gmail.com
97454,周正毅,行銷部,changwanhshing@gmail.com
22946,鄧美澤,財務部,changwanhshing@gmail.com
25379,唐美玲,品管部,changwanhshing@gmail.com
37848,吳峰麗,人事部,changwanhshing@gmail.com
61496,張佳敏,財務部,changwanhshing@gmail.com
67818,任宜浩,人事部,changwanhshing@gmail.com
20981,宋宏博,企劃部,changwanhshing@gmail.com
44996,李信宇,企劃部,changwanhshing@gmail.com
36274,董昊林,法務部,changwanhshing@gmail.com
97099,鄧大超,法務部,changwanhshing@gmail.com
29036,高夏翔,總務部,changwanhshing@gmail.com
34476,唐宏傑,研發部,changwanhshing@gmail.com
44108,趙雯誠,業務部,changwanhshing@gmail.com
13037,江禮達,財務部,changwanhshing@gmail.com
11333,蘇義文,品管部,changwanhshing@gmail.com
79370,楊家鳳,倉儲部,changwanhshing@gmail.com
28087,梁秀龍,稽核部,changwanhshing@gmail.com
22132,杜嘉豪,生產部,changwanhshing@gmail.com
52466,蔡正鳳,生產部,changwanhshing@gmail.com
34424,高景玲,採購部,changwanhshing@gmail.com
35966,周夏燕,倉儲部,changwanhshing@gmail.com
32521,魏大翔,品管部,changwanhshing@gmail.com
66610,馬仁芳,總務部,changwanhshing@gmail.com
23202,馬宏棟,品管部,changwanhshing@gmail.com
79774,潘佳勇,總務部,changwanhshing@gmail.com
96695,林秀煌,生產部,changwanhshing@gmail.com
37227,徐志博,企劃部,changwanhshing@gmail.com
17574,曹家娟,財務部,changwanhshing@gmail.com
88937,謝忠超,人事部,changwanhshing@gmail.com
15651,王旭毅,研發部,changwanhshing@gmail.com
75893,鄧雯翔,業務部,changwanhshing@gmail.com
63045,何春誠,採購部,changwanhshing@gmail.com
93247,王明翔,倉儲部,changwanhshing@gmail.com
87857,馬大達,客服部,changwanhshing@gmail.com
31751,周正秀,業務部,changwanhshing@gmail.com
87380,高惠麗,品管部,changwanhshing@gmail.com
25424,曹慧豪,資訊部,changwanhshing@gmail.com
29366,黃偉森,業務部,changwanhshing@gmail.com
80728,蔣明博,研發部,changwanhshing@gmail.com
61389,吳義博,品管部,changwanhshing@gmail.com
57811,張桂偉,稽核部,changwanhshing@gmail.com
49081,李美澤,採購部,changwanhshing@gmail.com
84749,江欣雄,生產部,changwanhshing@gmail.com
11130,余宏秀,總務部,changwanhshing@gmail.com
57797,周嘉林,人事部,changwanhshing@gmail.com
84141,張文淵,資訊部,changwanhshing@gmail.com
32585,袁旭勇,企劃部,changwanhshing@gmail.com
79795,杜家靜,生產部,changwanhshing@gmail.com
14204,程忠煌,客服部,changwanhshing@gmail.com
67574,周春樺,研發部,changwanhshing@gmail.com
39878,黃嘉玲,總務部,changwanhshing@gmail.com
16886,曾峰龍,稽核部,changwanhshing@gmail.com
63679,蔣慧龍,法務部,changwanhshing@gmail.com
42655,呂國龍,資訊部,changwanhshing@gmail.com
31354,胡國龍,倉儲部,changwanhshing@gmail.com
97342,孫晴明,生產部,changwanhshing@gmail.com
96530,田偉昇,客服部,changwanhshing@gmail.com
65691,趙昊雄,財務部,changwanhshing@gmail.com
69162,高正麗,研發部,changwanhshing@gmail.com
22609,郭明軍,品管部,changwanhshing@gmail.com
69736,胡慧豪,生產部,changwanhshing@gmail.com
27267,董雅浩,業務部,changwanhshing@gmail.com
13870,蕭秋敏,研發部,changwanhshing@gmail.com
61993,潘淑龍,財務部,changwanhshing@gmail.com
85452,余欣傑,人事部,changwanhshing@gmail.com
58172,魏義靜,企劃部,changwanhshing@gmail.com
73429,徐偉勇,採購部,changwanhshing@gmail.com
45213,余孝龍,客服部,changwanhshing@gmail.com
81205,田景超,生產部,changwanhshing@gmail.com
22151,彭晴秀,資訊部,changwanhshing@gmail.com
64036,何秀宇,人事部,changwanhshing@gmail.com
94743,曹建明,生產部,changwanhshing@gmail.com
82924,江淑明,客服部,changwanhshing@gmail.com
31060,李春芳,稽核部,changwanhshing@gmail.com
18823,王夏鳳,行銷部,changwanhshing@gmail.com
52286,張雅文,倉儲部,changwanhshing@gmail.com
51141,程雅超,行銷部,changwanhshing@gmail.com
14575,韓文秀,採購部,changwanhshing@gmail.com
82414,潘宏敏,法務部,changwanhshing@gmail.com
97911,彭信云,總務部,changwanhshing@gmail.com
77541,彭惠勇,研發部,changwanhshing@gmail.com
89490,程麗傑,品管部,changwanhshing@gmail.com
23623,郭春賢,人事部,changwanhshing@gmail.com
78777,徐國浩,人事部,changwanhshing@gmail.com
55138,李雯麗,稽核部,changwanhshing@gmail.com
15832,梁仁浩,資訊部,changwanhshing@gmail.com
55602,曹孝秀,品管部,changwanhshing@gmail.com
21682,張正芳,財務部,changwanhshing@gmail.com
89241,周淑棟,法務部,changwanhshing@gmail.com
47543,彭嘉賢,法務部,changwanhshing@gmail.com
21318,曾建賢,倉儲部,changwanhshing@gmail.com
48330,楊國秀,法務部,changwanhshing@gmail.com
99116,馮佳樺,研發部,changwanhshing@gmail.com
23220,鄧嘉煌,採購部,changwanhshing@gmail.com
75063,謝孝宇,人事部,changwanhshing@gmail.com
76426,余正敏,稽核部,changwanhshing@gmail.com
54538,朱志龍,總務部,changwanhshing@gmail.com
16024,胡秋傑,品管部,changwanhshing@gmail.com
21194,呂家超,資訊部,changwanhshing@gmail.com
36419,郭佳鳳,財務部,changwanhshing@gmail.com
21101,張冬賢,客服部,changwanhshing@gmail.com
31980,蔣嘉鳳,採購部,changwanhshing@gmail.com
70211,許俊鳳,行銷部,changwanhshing@gmail.com
80092,鄧明文,倉儲部,changwanhshing@gmail.com
58669,蘇景云,行銷部,changwanhshing@gmail.com
44135,梁國煌,財務部,changwanhshing@gmail.com
51446,李宏玲,業務部,changwanhshing@gmail.com
26131,唐信娟,品管部,changwanhshing@gmail.com
48484,朱淑昇,倉儲部,changwanhshing@gmail.com
90651,劉家偉,企劃部,changwanhshing@gmail.com
51235,葉仁靜,品管部,changwanhshing@gmail.com
76737,葉建敏,研發部,changwanhshing@gmail.com
79481,蔣晨麗,人事部,changwanhshing@gmail.com
35411,劉仁偉,人事部,changwanhshing@gmail.com
88650,田惠強,財務部,changwanhshing@gmail.com
48494,唐春輝,企劃部,changwanhshing@gmail.com
49890,胡美博,稽核部,changwanhshing@gmail.com
84150,吳家娟,法務部,changwanhshing@gmail.com
78708,田俊煌,品管部,changwanhshing@gmail.com
72347,馬宏勇,採購部,changwanhshing@gmail.com
22579,潘淑昇,行銷部,changwanhshing@gmail.com
83359,郭晴鳳,資訊部,changwanhshing@gmail.com
59541,羅佳靜,企劃部,changwanhshing@gmail.com
24180,蔡禮芳,財務部,changwanhshing@gmail.com
20821,胡惠云,總務部,changwanhshing@gmail.com
83507,鄭昊賢,業務部,changwanhshing@gmail.com
52965,何雯勇,採購部,changwanhshing@gmail.com
15654,梁峰鳳,客服部,changwanhshing@gmail.com
23070,李峰翔,企劃部,changwanhshing@gmail.com
29962,魏偉浩,資訊部,changwanhshing@gmail.com
25765,徐慧靜,業務部,changwanhshing@gmail.com
35855,梁孝玲,財務部,changwanhshing@gmail.com
54038,陳旭勇,人事部,changwanhshing@gmail.com
18396,袁桂麗,客服部,changwanhshing@gmail.com
13605,孫佳賢,稽核部,changwanhshing@gmail.com
17600,董仁燕,稽核部,changwanhshing@gmail.com
78798,徐文樺,行銷部,changwanhshing@gmail.com
97609,謝義賢,總務部,changwanhshing@gmail.com
32787,鄧文宇,倉儲部,changwanhshing@gmail.com
10438,呂文輝,人事部,changwanhshing@gmail.com
74188,潘晴玲,倉儲部,changwanhshing@gmail.com
96337,林惠樺,採購部,changwanhshing@gmail.com
26414,徐秀敏,財務部,changwanhshing@gmail.com
63859,郭建傑,倉儲部,changwanhshing@gmail.com
44771,程明樺,企劃部,changwanhshing@gmail.com
15819,梁孝淵,財務部,changwanhshing@gmail.com
77094,袁信明,法務部,changwanhshing@gmail.com
65622,林信鳳,客服部,changwanhshing@gmail.com
22265,馬家鳳,研發部,changwanhshing@gmail.com
26634,胡昊勇,法務部,changwanhshing@gmail.com
87859,李佳麗,總務部,changwanhshing@gmail.com
19617,潘偉偉,生產部,changwanhshing@gmail.com
91946,林大達,生產部,changwanhshing@gmail.com
73398,蔣昊浩,倉儲部,changwanhshing@gmail.com
52788,蔣景勇,資訊部,changwanhshing@gmail.com
39209,馬晨偉,倉儲部,changwanhshing@gmail.com
59872,李俊鳳,生產部,changwanhshing@gmail.com
80956,許秋博,品管部,changwanhshing@gmail.com
28536,任義賢,總務部,changwanhshing@gmail.com
75000,潘景澤,採購部,changwanhshing@gmail.com
52797,宋慧娟,採購部,changwanhshing@gmail.com
26409,魏晨誠,倉儲部,changwanhshing@gmail.com
65259,江嘉敏,人事部,changwanhshing@gmail.com
82884,鄧惠森,稽核部,changwanhshing@gmail.com
23871,吳禮棟,資訊部,changwanhshing@gmail.com
91212,任慧誠,品管部,changwanhshing@gmail.com
12349,丁桂輝,資訊部,changwanhshing@gmail.com
95122,潘惠浩,企劃部,changwanhshing@gmail.com
35319,葉晴翔,人事部,changwanhshing@gmail.com
23690,曾義宇,財務部,changwanhshing@gmail.com
24787,趙建賢,資訊部,changwanhshing@gmail.com
81815,葉偉龍,財務部,changwanhshing@gmail.com
48744,馬桂傑,採購部,changwanhshing@gmail.com
92535,趙淑棟,稽核部,changwanhshing@gmail.com
73313,高淑豪,倉儲部,changwanhshing@gmail.com
52126,董宜煌,業務部,changwanhshing@gmail.com
55035,鄭明娟,品管部,changwanhshing@gmail.com
93067,宋雅軍,業務部,changwanhshing@gmail.com
95544,徐秋豪,企劃部,changwanhshing@gmail.com
88522,鄧孝豪,採購部,changwanhshing@gmail.com
65725,潘志毅,倉儲部,changwanhshing@gmail.com
14315,朱旭澤,研發部,changwanhshing@gmail.com
83119,許雅達,倉儲部,changwanhshing@gmail.com
88331,馮惠煌,總務部,changwanhshing@gmail.com
32989,馬禮文,業務部,changwanhshing@gmail.com
74151,許雯誠,生產部,changwanhshing@gmail.com
21962,李忠淵,法務部,changwanhshing@gmail.com
63897,黃秀勇,品管部,changwanhshing@gmail.com
56478,許旭傑,行銷部,changwanhshing@gmail.com
12343,孫夏賢,生產部,changwanhshing@gmail.com
67366,許仁勇,客服部,changwanhshing@gmail.com
21899,鄭春娟,生產部,changwanhshing@gmail.com
34460,張明傑,財務部,changwanhshing@gmail.com
35351,葉義煌,稽核部,changwanhshing@gmail.com
49713,梁佳勇,行銷部,changwanhshing@gmail.com
40543,趙仁燕,生產部,changwanhshing@gmail.com
65952,謝雯浩,生產部,changwanhshing@gmail.com
98022,楊晴煌,法務部,changwanhshing@gmail.com
59442,周大明,法務部,changwanhshing@gmail.com
49029,杜麗棟,企劃部,changwanhshing@gmail.com
66215,張孝洋,資訊部,changwanhshing@gmail.com
93125,楊忠傑,企劃部,changwanhshing@gmail.com
94961,張春敏,倉儲部,changwanhshing@gmail.com
15772,袁仁雄,法務部,changwanhshing@gmail.com
12049,黃孝博,總務部,changwanhshing@gmail.com
61936,任正秀,倉儲部,changwanhshing@gmail.com
32324,葉偉翔,企劃部,changwanhshing@gmail.com
26295,袁宏洋,採購部,changwanhshing@gmail.com
38940,田雅鳳,採購部,changwanhshing@gmail.com
61183,袁峰傑,採購部,changwanhshing@gmail.com
25954,蕭秋昇,品管部,changwanhshing@gmail.com
33097,何文雄,企劃部,changwanhshing@gmail.com
63813,羅大煌,品管部,changwanhshing@gmail.com
84414,曾秀森,倉儲部,changwanhshing@gmail.com
54818,朱嘉燕,業務部,changwanhshing@gmail.com
15747,林宜龍,行銷部,changwanhshing@gmail.com
95902,任文浩,生產部,changwanhshing@gmail.com
38470,董禮賢,業務部,changwanhshing@gmail.com
37725,王孝鳳,倉儲部,changwanhshing@gmail.com
52346,胡大鳳,企劃部,changwanhshing@gmail.com
70384,鄧文博,總務部,changwanhshing@gmail.com
95302,徐仁麗,稽核部,changwanhshing@gmail.com
26947,蕭雅誠,客服部,changwanhshing@gmail.com
24243,魏桂翔,企劃部,changwanhshing@gmail.com
76239,梁峰秀,法務部,changwanhshing@gmail.com
12729,高明芳,採購部,changwanhshing@gmail.com
34603,劉宜龍,總務部,changwanhshing@gmail.com
27184,吳春森,企劃部,changwanhshing@gmail.com
78453,潘宜靜,採購部,changwanhshing@gmail.com
71765,韓嘉森,稽核部,changwanhshing@gmail.com
67921,蔡佳棟,生產部,changwanhshing@gmail.com
31149,董峰煌,法務部,changwanhshing@gmail.com
75463,朱慧勇,業務部,changwanhshing@gmail.com
57422,張淑昇,生產部,changwanhshing@gmail.com
11119,梁忠玲,倉儲部,changwanhshing@gmail.com
18986,吳美博,總務部,changwanhshing@gmail.com
67059,李秋勇,客服部,changwanhshing@gmail.com
38966,周禮森,財務部,changwanhshing@gmail.com
91593,彭晴強,行銷部,changwanhshing@gmail.com
10500,蕭雅昇,採購部,changwanhshing@gmail.com
72785,余旭森,財務部,changwanhshing@gmail.com
64885,余美敏,研發部,changwanhshing@gmail.com
38627,郭嘉云,研發部,changwanhshing@gmail.com
86192,程信昇,總務部,changwanhshing@gmail.com
36361,江偉玲,研發部,changwanhshing@gmail.com
30970,呂麗誠,法務部,changwanhshing@gmail.com
19609,高景豪,採購部,changwanhshing@gmail.com
50619,高秀森,資訊部,changwanhshing@gmail.com
98947,宋文輝,企劃部,changwanhshing@gmail.com
96234,郭孝敏,品管部,changwanhshing@gmail.com
21472,葉佳淵,總務部,changwanhshing@gmail.com
94224,王峰龍,品管部,changwanhshing@gmail.com
94667,袁家強,客服部,changwanhshing@gmail.com
62809,高孝燕,倉儲部,changwanhshing@gmail.com
21026,劉秀浩,資訊部,changwanhshing@gmail.com
93294,蕭欣宇,業務部,changwanhshing@gmail.com
44392,徐雅傑,倉儲部,changwanhshing@gmail.com
63185,楊宜娟,稽核部,changwanhshing@gmail.com
17655,馮秀秀,財務部,changwanhshing@gmail.com
77470,黃冬林,生產部,changwanhshing@gmail.com
68354,張明強,人事部,changwanhshing@gmail.com
20006,魏孝森,法務部,changwanhshing@gmail.com
95675,葉雯輝,企劃部,changwanhshing@gmail.com
32908,謝夏淵,總務部,changwanhshing@gmail.com
93752,馬佳鳳,資訊部,changwanhshing@gmail.com
11326,孫旭娟,企劃部,changwanhshing@gmail.com
77354,丁義林,倉儲部,changwanhshing@gmail.com
91241,羅欣宇,資訊部,changwanhshing@gmail.com
29096,鄧家軍,法務部,changwanhshing@gmail.com
71477,蕭昊軍,總務部,changwanhshing@gmail.com
43793,羅國森,人事部,changwanhshing@gmail.com
75413,王國賢,稽核部,changwanhshing@gmail.com
12598,曾旭敏,品管部,changwanhshing@gmail.com
68273,任偉宇,倉儲部,changwanhshing@gmail.com
45738,馬美宇,總務部,changwanhshing@gmail.com
69882,鄧國林,法務部,changwanhshing@gmail.com
57126,呂美博,行銷部,changwanhshing@gmail.com
91426,周孝軍,財務部,changwanhshing@gmail.com
57340,杜秀偉,品管部,changwanhshing@gmail.com
52931,趙秀毅,生產部,changwanhshing@gmail.com
71305,劉秋森,品管部,changwanhshing@gmail.com
44166,唐國秀,稽核部,changwanhshing@gmail.com
18675,田志龍,客服部,changwanhshing@gmail.com
45485,江禮煌,財務部,changwanhshing@gmail.com
44913,徐家鳳,稽核部,changwanhshing@gmail.com
94164,田義林,稽核部,changwanhshing@gmail.com
20024,彭國博,企劃部,changwanhshing@gmail.com
52640,宋冬傑,總務部,changwanhshing@gmail.com
29013,張景傑,總務部,changwanhshing@gmail.com
16428,葉旭賢,人事部,changwanhshing@gmail.com
39789,胡桂麗,企劃部,changwanhshing@gmail.com
86508,高正明,業務部,changwanhshing@gmail.com
31261,黃麗鳳,財務部,changwanhshing@gmail.com
10702,梁昊麗,採購部,changwanhshing@gmail.com
79829,謝佳鳳,企劃部,changwanhshing@gmail.com
22104,田夏傑,資訊部,changwanhshing@gmail.com
34947,劉晴文,客服部,changwanhshing@gmail.com
32925,鄭峰賢,業務部,changwanhshing@gmail.com
82211,劉冬強,總務部,changwanhshing@gmail.com
34977,馮文玲,生產部,changwanhshing@gmail.com
29035,田家鳳,總務部,changwanhshing@gmail.com
25769,蕭禮強,總務部,changwanhshing@gmail.com
66536,張大燕,業務部,changwanhshing@gmail.com
76628,胡景傑,稽核部,changwanhshing@gmail.com
31433,林美樺,稽核部,changwanhshing@gmail.com
43178,張昊明,資訊部,changwanhshing@gmail.com
65869,呂佳娟,客服部,changwanhshing@gmail.com
46766,劉峰洋,行銷部,changwanhshing@gmail.com
50231,孫景文,財務部,changwanhshing@gmail.com
45150,許桂靜,生產部,changwanhshing@gmail.com
22514,蔡俊誠,財務部,changwanhshing@gmail.com
48757,潘宜娟,財務部,changwanhshing@gmail.com
96272,蔣宜玲,行銷部,changwanhshing@gmail.com
52290,杜家靜,法務部,changwanhshing@gmail.com
98966,鄧慧娟,客服部,changwanhshing@gmail.com
20599,高忠毅,採購部,changwanhshing@gmail.com
89440,唐禮偉,客服部,changwanhshing@gmail.com
15585,羅禮文,財務部,changwanhshing@gmail.com
98178,田明芳,總務部,changwanhshing@gmail.com
95009,王夏昇,客服部,changwanhshing@gmail.com
25281,林春雄,研發部,changwanhshing@gmail.com
49608,周冬偉,行銷部,changwanhshing@gmail.com
61755,馮冬雄,業務部,changwanhshing@gmail.com
72825,宋國勇,客服部,changwanhshing@gmail.com
55245,徐文昇,財務部,changwanhshing@gmail.com
53610,李桂棟,客服部,changwanhshing@gmail.com
58640,吳宜云,行銷部,changwanhshing@gmail.com
71285,朱偉雄,稽核部,changwanhshing@gmail.com
84907,魏文賢,生產部,changwanhshing@gmail.com
38512,林志云,客服部,changwanhshing@gmail.com
73507,郭孝樺,採購部,changwanhshing@gmail.com
12891,魏家翔,人事部,changwanhshing@gmail.com
41882,林淑達,品管部,changwanhshing@gmail.com
68671,陳夏煌,採購部,changwanhshing@gmail.com
20420,張明浩,研發部,changwanhshing@gmail.com
49972,羅宜博,採購部,changwanhshing@gmail.com
99298,曾雅文,行銷部,changwanhshing@gmail.com
71302,余慧洋,客服部,changwanhshing@gmail.com
47131,楊仁達,企劃部,changwanhshing@gmail.com
77742,胡仁燕,品管部,changwanhshing@gmail.com
37156,余文傑,倉儲部,changwanhshing@gmail.com
19100,江惠豪,採購部,changwanhshing@gmail.com
77746,楊志燕,財務部,changwanhshing@gmail.com
47573,馮仁玲,法務部,changwanhshing@gmail.com
83105,丁忠洋,法務部,changwanhshing@gmail.com
62456,任峰洋,生產部,changwanhshing@gmail.com
76783,周偉棟,客服部,changwanhshing@gmail.com
43754,王雯鳳,企劃部,changwanhshing@gmail.com
46806,李家昇,品管部,changwanhshing@gmail.com
39318,吳國毅,企劃部,changwanhshing@gmail.com
63414,江雯森,品管部,changwanhshing@gmail.com
36566,胡峰偉,資訊部,changwanhshing@gmail.com
88549,江美偉,稽核部,changwanhshing@gmail.com
27587,程雯博,總務部,changwanhshing@gmail.com
89753,袁嘉博,總務部,changwanhshing@gmail.com
50799,周俊毅,業務部,changwanhshing@gmail.com
54087,郭家煌,總務部,changwanhshing@gmail.com
51158,張信浩,稽核部,changwanhshing@gmail.com
16235,謝宏明,人事部,changwanhshing@gmail.com
86828,丁忠昇,資訊部,changwanhshing@gmail.com
12917,董晴澤,財務部,changwanhshing@gmail.com
79923,丁國毅,稽核部,changwanhshing@gmail.com
47382,江桂賢,財務部,changwanhshing@gmail.com
33685,高文麗,行銷部,changwanhshing@gmail.com
70569,徐慧麗,資訊部,changwanhshing@gmail.com
59880,丁秀文,總務部,changwanhshing@gmail.com
73154,蔡佳軍,資訊部,changwanhshing@gmail.com
87721,趙文宇,總務部,changwanhshing@gmail.com
74372,鄧春傑,採購部,changwanhshing@gmail.com
79077,林俊賢,稽核部,changwanhshing@gmail.com
48728,曹淑偉,業務部,changwanhshing@gmail.com
36232,鄭仁偉,總務部,changwanhshing@gmail.com
73384,杜義靜,品管部,changwanhshing@gmail.com
88739,江忠煌,品管部,changwanhshing@gmail.com
13709,胡桂勇,總務部,changwanhshing@gmail.com
43796,徐冬賢,法務部,changwanhshing@gmail.com
42750,趙峰豪,品管部,changwanhshing@gmail.com
81715,蔡宜云,企劃部,changwanhshing@gmail.com
28830,吳孝宇,品管部,changwanhshing@gmail.com
51468,許晨澤,行銷部,changwanhshing@gmail.com
39159,呂景燕,品管部,changwanhshing@gmail.com
58845,周義達,法務部,changwanhshing@gmail.com
91292,呂晨昇,品管部,changwanhshing@gmail.com
68610,吳峰文,採購部,changwanhshing@gmail.com
14527,鄧嘉敏,品管部,changwanhshing@gmail.com
10852,田雅鳳,倉儲部,changwanhshing@gmail.com
73893,鄧大麗,品管部,changwanhshing@gmail.com
38235,魏淑豪,財務部,changwanhshing@gmail.com
92592,丁峰鳳,生產部,changwanhshing@gmail.com
62439,吳忠勇,倉儲部,changwanhshing@gmail.com
20482,趙美翔,稽核部,changwanhshing@gmail.com
66062,董忠偉,品管部,changwanhshing@gmail.com
91622,趙桂明,人事部,changwanhshing@gmail.com
80369,黃昊棟,業務部,changwanhshing@gmail.com
12428,唐雅芳,生產部,changwanhshing@gmail.com
71175,郭慧傑,人事部,changwanhshing@gmail.com
14734,劉淑鳳,生產部,changwanhshing@gmail.com
82431,葉秋樺,稽核部,changwanhshing@gmail.com
28976,呂淑煌,業務部,changwanhshing@gmail.com
37390,王大林,財務部,changwanhshing@gmail.com
15154,蔣孝樺,財務部,changwanhshing@gmail.com
26538,劉晴敏,人事部,changwanhshing@gmail.com
94819,徐晴芳,法務部,changwanhshing@gmail.com
89509,馬春博,客服部,changwanhshing@gmail.com
91919,趙景洋,研發部,changwanhshing@gmail.com
90765,馮晨昇,資訊部,changwanhshing@gmail.com
95118,丁晴雄,法務部,changwanhshing@gmail.com
42066,蕭旭雄,總務部,changwanhshing@gmail.com
54382,魏慧森,法務部,changwanhshing@gmail.com
90938,潘偉樺,法務部,changwanhshing@gmail.com
23850,高義麗,生產部,changwanhshing@gmail.com
37346,袁冬誠,行銷部,changwanhshing@gmail.com
80207,魏宜靜,品管部,changwanhshing@gmail.com
73062,葉旭淵,行銷部,changwanhshing@gmail.com
17872,彭欣誠,研發部,changwanhshing@gmail.com
34078,蘇俊棟,財務部,changwanhshing@gmail.com
36702,羅禮賢,客服部,changwanhshing@gmail.com
11925,朱惠賢,法務部,changwanhshing@gmail.com
53372,丁晴昇,財務部,changwanhshing@gmail.com
45031,董俊云,採購部,changwanhshing@gmail.com
75600,丁桂林,法務部,changwanhshing@gmail.com
34463,彭麗林,生產部,changwanhshing@gmail.com
35385,李昊輝,業務部,changwanhshing@gmail.com
45727,田佳賢,總務部,changwanhshing@gmail.com
77926,江晴娟,採購部,changwanhshing@gmail.com
41106,蕭惠芳,倉儲部,changwanhshing@gmail.com
95212,蘇晴芳,資訊部,changwanhshing@gmail.com
77969,潘家淵,客服部,changwanhshing@gmail.com
76099,田偉靜,資訊部,changwanhshing@gmail.com
50595,徐志偉,倉儲部,changwanhshing@gmail.com
76107,朱雯敏,人事部,changwanhshing@gmail.com
45103,胡文麗,行銷部,changwanhshing@gmail.com
17634,胡麗浩,業務部,changwanhshing@gmail.com
17467,魏秀超,財務部,changwanhshing@gmail.com
45621,曹孝軍,稽核部,changwanhshing@gmail.com
41876,馬惠鳳,總務部,changwanhshing@gmail.com
82672,蔣麗勇,研發部,changwanhshing@gmail.com
23021,呂雅翔,品管部,changwanhshing@gmail.com
24545,潘嘉達,財務部,changwanhshing@gmail.com
89552,田秀靜,行銷部,changwanhshing@gmail.com
13912,徐俊龍,研發部,changwanhshing@gmail.com
